id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,cos alpha,cos beta,cos gamma,w = croot(V),GaGaDist,GaAlDist,GaInDist,GaODist,AlAlDist,AlInDist,AlODist,InInDist,InODist,OODist,GaGaDist2,GaAlDist2,GaInDist2,GaODist2,AlAlDist2,AlInDist2,AlODist2,InInDist2,InODist2,OODist2,GaGaDist3,GaAlDist3,GaInDist3,GaODist3,AlAlDist3,AlInDist3,AlODist3,InInDist3,InODist3,OODist3,formation_energy_ev_natom,bandgap_energy_ev
61,206,80,0.0938,0.6875,0.2188,9.5583,9.5583,9.558,-8.00E-05,-7.00E-05,9.00E-05,9.558199967,3.157755629,3.157755629,3.157755629,2.014698263,3.15799912,3.157794273,2.04138948,3.157755629,2.014714607,2.651249554,3.157794273,3.157794273,3.157755629,2.014709806,4.778980112,4.779165875,2.041392735,3.157755629,2.041368633,2.651249554,3.15799912,3.157794273,3.158092189,2.014752639,0,6.758863536,2.041408387,4.778980112,2.041368633,2.651290982,0.1461,1.8387
62,33,80,0.6562,0.1562,0.1875,10.1456,8.6961,9.3246,-6.00E-05,-3.00E-05,-2.00E-05,9.370098514,3.241060826,2.970930307,2.998913934,1.804683199,2.970930307,2.998913934,1.804639464,3.384537592,1.804648961,2.656717109,5.443663485,3.085271117,3.085321171,1.815690014,3.085271117,3.085321171,1.804648961,6.405909101,1.815700011,2.656717109,8.552703253,5.072806618,7.914526846,1.837917435,3.085321171,3.384537592,1.804683199,0,1.837894933,2.656721408,0.1985,2.673
63,227,40,0.125,0.3125,0.5625,6.2764,6.2748,14.9602,-1.50E-04,2.00E-05,-5.00E-01,7.990866285,3.081879045,3.082135218,3.081878988,2.154123401,7.091723089,3.137423109,1.944830693,3.137423109,1.944830693,2.958603885,3.138201553,0,3.081879109,2.154123401,0,12.77589079,2.156143254,3.138201553,1.992427473,3.011926185,6.163758096,0,14.7873031,2.154545487,0,0,2.156320405,3.652217722,3.689356091,0,0.4402,0.367
64,227,40,0.625,0.25,0.125,9.7311,5.7047,14.4281,-1.42E-01,-1.67E-01,8.53E-01,7.442806595,3.642519004,3.116678616,3.607024697,1.815586268,2.829587941,3.168521561,1.814196819,9.624711971,1.875652917,2.71640415,6.233357292,3.168521561,3.642518912,1.875652917,3.150485738,3.198830231,1.823430939,0,4.410327226,2.716618458,14.26679013,5.410537262,10.82107452,5.816836714,3.198830332,3.198830332,1.875653062,0,9.145150172,2.7382442,0.2328,2.2593
65,33,80,0.1875,0.8125,0,10.1568,8.7257,9.3445,3.00E-05,-3.00E-05,-3.00E-05,9.39083944,2.97630397,3.013623201,0,1.817890978,3.01352912,0,1.806957461,0,0,2.661392553,2.97630397,3.205470684,0,1.841830558,3.01352912,0,1.806961786,0,0,2.713408936,3.004166873,3.205511965,0,3.573471092,5.078412011,0,1.807010811,0,0,2.881532131,0.0614,2.4345
66,12,80,0.2188,0.5312,0.25,24.6283,6.2468,6.0884,0.00E+00,-2.49E-01,0.00E+00,9.680250802,3.123381075,3.123381075,3.123381075,1.875560806,3.123381075,3.123381075,1.875560806,3.307040577,1.875560806,2.710906844,3.307040577,0,3.123381075,1.875560806,3.307040577,3.171803915,1.875563669,3.59708158,1.875560806,2.710906844,3.729884282,0,3.307040577,1.930279402,3.367185707,3.171805946,1.930279402,5.395123843,1.930279402,2.710911815,0.1138,1.6944
67,33,80,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,-4.00E-05,-1.00E-05,-1.00E-05,9.692622385,3.349030343,3.108338987,3.079137074,1.882655643,3.117978376,3.117951047,1.870436715,3.079137074,1.870442934,2.746432923,0,3.460258737,3.108366105,1.896223949,3.117978376,3.117951047,1.870442934,3.108338987,1.870445132,2.746432923,0,3.463933461,3.197450683,0,3.301956207,3.197450683,1.870445132,3.197479625,1.8826492,2.746435855,0.2699,1.8454
68,33,80,0.3125,0.2812,0.4062,10.549,9.0167,9.6414,-2.00E-05,0.00E+00,-1.00E-05,9.715526437,3.309639295,3.12532345,3.115683631,1.874649524,3.20505209,3.086431109,1.874653385,3.086431109,1.874655626,2.752543443,3.367926775,3.125348903,3.347413777,1.87465561,3.205079046,3.20505209,1.874653385,3.115683631,1.886903861,2.752543443,3.471975183,3.205079046,3.357406983,1.886902389,5.274475542,3.205079046,1.87465561,3.115708889,1.900415701,2.752545006,0.2103,1.5678
69,194,80,0.4375,0.5625,0,6.2421,6.2421,23.7696,-3.10E-04,2.00E-05,-5.00E-01,9.291186155,3.12102693,3.12102693,0,1.801744076,3.12102693,0,1.801744076,0,0,2.652963742,3.12102693,3.121038113,0,1.947920327,3.475210359,0,1.801744076,0,0,2.652963742,3.121038113,3.474273365,0,2.071737535,5.61772207,0,1.947920327,0,0,2.652963742,0.1252,2.7433
70,227,40,0.6875,0.1875,0.125,9.7089,5.6902,14.4064,-1.48E-01,-1.73E-01,8.53E-01,7.422704506,3.134626167,3.048833089,3.584536981,1.872831239,2.653232608,3.048652624,1.690688593,11.66715535,1.690688593,2.547103406,8.278991442,0,3.601598536,1.953268482,2.653232767,4.579741858,1.690688593,0,6.390755728,2.731282718,0,0,4.854473144,1.959264625,2.845086164,13.62453553,1.950499231,0,12.66465158,12.31241643,0.2712,2.1345
71,227,40,0.5,0.375,0.125,10.0751,5.8346,14.3692,-1.39E-02,-1.61E-02,8.63E-01,7.525048949,3.447075608,2.902641654,2.917291935,1.844554323,3.404578821,2.944673064,1.844554323,5.101038873,2.026722283,2.786536099,5.320829912,2.902641828,3.428168084,6.739355519,5.020034281,2.944831734,2.026435565,0,2.027581749,2.800600258,8.980745185,3.404496531,3.447075608,13.42284057,0,0,2.038105807,0,0,12.03405027,0.2728,2.5418
72,33,80,0.625,0.2812,0.0938,10.0562,8.6299,9.257,-5.00E-05,-3.00E-05,-2.00E-05,9.296153995,2.97351089,2.945842506,3.059282066,1.789267518,2.982763332,3.059346365,1.789216388,3.323279795,1.799975648,2.635961536,2.973571149,2.945842506,0,1.799965371,2.982824057,0,1.789225779,7.19479607,1.824559618,2.635965361,3.358311105,2.97351089,0,1.824577969,2.982824057,0,1.789267518,0,0,2.686645369,0.1432,2.9752
73,33,80,0.125,0.2188,0.6562,10.9139,9.3013,9.9251,0.00E+00,3.00E-05,0.00E+00,10.02504131,3.230736306,3.460607763,3.190377705,1.937868999,3.593271498,3.230736306,1.956389949,3.190377705,1.937869391,2.838745085,3.230736306,4.489841114,3.22080459,1.937869391,9.616573159,3.312813943,3.822178427,3.22080459,1.951247472,2.838745368,3.472740562,5.886395181,3.461095273,1.976437018,10.23783086,5.45696,8.467824952,3.312804918,1.951282427,2.887187204,0.2677,1.0205
74,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,2.715928655,2.715928655,0,1.905232082,2.715928655,0,1.905083584,0,0,2.597092037,6.646522611,0,0,1.905276042,2.869673321,0,1.905083592,0,0,2.597218096,0,0,0,1.90546826,3.305463894,0,1.905354882,0,0,2.597218096,0.0442,4.2309
75,206,80,0.4688,0.2188,0.3125,9.4843,9.484,9.4841,-4.00E-05,-5.00E-05,4.00E-05,9.484133324,3.149935641,3.133346428,3.133346428,1.999132366,3.133346428,3.133346428,1.999126897,3.133375938,1.999127679,2.630744955,3.602976269,3.133346428,3.133375938,1.999143638,3.133496259,4.742049012,1.999127679,3.133396828,1.99923928,2.657318765,0,3.588443879,3.133473328,2.053156369,3.133548434,6.706359732,1.999254863,4.741981774,2.025584505,2.657386681,0.2292,2.3414
76,33,80,0.0625,0.75,0.1875,10.4232,8.9329,9.5513,4.00E-05,-2.00E-05,-2.00E-05,9.616536324,3.052095909,3.090417531,3.052095909,1.853113596,6.573662313,3.278427308,1.853113842,3.080849425,1.864885993,2.724232196,3.080849425,3.090417531,3.080900347,1.853113842,0,4.301287909,2.172647669,3.169548931,1.882647794,2.775434999,3.169548931,3.278395694,3.16960327,1.853138966,0,4.526910393,4.744029423,5.211608871,3.533269583,2.947206086,0.1649,1.6372
77,194,80,0.875,0.0938,0.0312,6.1329,6.1325,23.4812,-1.80E-04,-4.00E-05,-5.00E-01,9.14487513,3.066269394,3.066139227,4.599343607,1.77004897,3.066139227,3.066139227,1.77004897,0,2.038548645,2.614253114,0,3.066453154,17.87596809,1.770420596,3.066139227,3.066453154,1.924280428,0,2.038569085,2.614253114,0,5.870288066,0,1.924280428,3.066453154,5.310996274,2.038154373,0,12.87411947,2.687125492,0.2143,3.6242
78,12,80,0,0.4062,0.5938,24.765,6.5014,6.486,-1.00E-05,-2.63E-01,0.00E+00,10.02514774,3.25068066,0,3.25068066,1.930019662,0,0,0,3.25068066,1.930019662,2.786615629,3.25068066,0,3.351618389,2.024488921,0,0,0,3.25068066,1.930019662,2.786615629,0,0,3.803259188,13.86962752,0,0,0,0,2.024488921,2.786615629,0.0824,1.1499
79,194,80,0.3125,0.6562,0.0312,6.3051,6.3051,23.9038,-2.40E-04,-3.00E-05,-5.00E-01,9.37123659,3.15252921,3.15252921,3.15252921,1.81997,3.152541577,4.70910581,1.81997,0,1.81997,2.673494188,3.15252921,3.15252921,3.152541577,1.9589176,3.499066383,5.667122198,1.9589176,0,1.9589176,2.673494188,3.152541577,3.152541577,3.49816051,2.090493282,5.975953631,0,2.090493282,0,3.711544601,2.673494188,0.2527,1.3415
80,12,80,0.3125,0.375,0.3125,24.5144,6.2551,6.1334,0.00E+00,-2.53E-01,0.00E+00,9.690441546,3.127539055,3.127539055,3.127539055,1.874132591,3.127539055,3.127539055,1.874132591,3.127539055,1.874132591,2.709763735,0,3.297286851,3.127539055,1.874132591,0,3.297286851,1.874132591,3.127539055,1.938482893,2.709763735,0,3.740580709,3.617468559,1.874132591,0,7.57784706,1.874134841,3.297286851,13.69120603,2.709770392,0.1756,1.6822
81,33,80,0.5,0.1562,0.3438,10.392,8.8895,9.5168,-5.00E-05,-1.00E-05,-1.00E-05,9.579785937,3.544220353,3.069998816,3.079541495,1.847362065,3.04122702,3.04122702,1.847362065,3.158154556,1.847354974,2.715005759,4.643553875,3.158154556,3.158190074,1.859155584,3.265513825,3.069998816,1.847377745,5.002948946,1.859162997,2.715005759,5.561440182,8.746649768,5.195984854,1.875839141,3.299963848,3.070032098,1.847377745,6.307338616,1.859174595,2.715009028,0.2614,2.0137
82,12,20,0.375,0.625,0,12.2659,3.0312,5.8004,1.00E-05,-2.38E-01,0.00E+00,5.938671028,3.104828688,3.275270729,0,1.836666719,3.104833862,0,1.836666719,0,0,2.605926851,3.275270729,3.447650293,0,1.862211655,3.275270729,0,1.862211655,0,0,2.605926851,3.447634772,5.965516615,0,3.282045739,0,0,3.282045739,0,0,4.755686755,0.0215,2.5838
83,194,80,0.2188,0.3438,0.4375,6.6354,6.6351,24.4969,-1.60E-04,-4.00E-05,-5.00E-01,9.775340722,3.317542861,3.317542861,3.317542861,1.915366942,3.317542861,3.317542861,1.915366942,3.317542861,1.915366942,2.774373533,12.69027639,3.317542861,3.317542861,2.00751786,3.317711593,3.317711593,1.915441617,3.317711593,1.915366942,2.774373533,0,3.317711593,3.317711593,2.186308456,3.611464915,3.611777453,1.915751718,5.746967719,1.915751718,2.774373533,0.28,0.9661
84,206,80,0,0.5938,0.4062,9.7639,9.7639,9.7636,-6.00E-05,-5.00E-05,8.00E-05,9.763799977,3.225718827,0,3.225731498,2.058048937,0,0,0,3.225718827,2.058073965,2.708310711,3.225718827,0,3.694102372,2.058058413,0,0,0,3.225739266,2.05807419,2.708310711,4.881818524,0,3.694333958,2.058067012,0,0,0,3.225920538,2.058095346,2.708344353,0.1319,1.4285
85,227,40,0.875,0,0.125,9.7273,5.645,13.9226,-1.62E-02,-1.88E-02,8.62E-01,7.293626207,0,0,0,0,2.805598768,2.8055986,1.780052938,9.44167511,1.964457831,2.693374764,0,0,0,0,2.822507757,2.857375499,6.505198865,0,1.966260506,2.693374764,0,0,0,0,2.857506706,5.134768222,12.98764776,0,1.96713769,2.709607446,0.2665,2.34
86,206,80,0.5625,0.4375,0,9.168,9.1675,9.1675,-7.00E-05,-8.00E-05,6.00E-05,9.16766664,3.028725618,3.028725618,0,1.932386543,3.028725618,0,1.932386543,0,0,2.542936799,3.028807715,3.028811171,0,1.932584017,3.028807715,0,1.932409333,0,0,2.542953396,3.468825523,4.58374795,0,1.957983613,3.028943737,0,1.932433996,0,0,2.568596742,0.1104,3.4371
87,12,80,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,0.00E+00,-2.53E-01,0.00E+00,9.678035124,3.1230952,3.1230952,3.1230952,1.871493809,3.1230952,3.1230952,1.871493809,3.1230952,1.871493809,2.706286406,3.16682506,0,3.293114808,1.936401055,3.349019864,3.1230952,1.871493809,0,1.871493809,2.706293808,3.166827519,0,3.349019864,0,3.61348115,3.293114808,1.871493809,0,1.936401055,3.1230952,0.1801,1.7088
88,167,30,0.4167,0.5833,0,4.9566,4.9562,13.4178,1.10E-04,-1.30E-04,-5.00E-01,6.584364399,2.905666009,2.74140837,0,1.927950226,2.74140837,0,1.927950234,0,0,2.629901591,3.34443568,2.74140837,0,1.927950234,2.905863543,0,1.928043142,0,0,2.630029952,5.741880787,9.450285894,0,1.928056656,3.631740474,0,1.928106575,0,0,2.630029952,0.0702,3.4502
89,227,40,0.5,0.5,0,10.0117,5.7519,14.1982,-6.88E-02,-5.81E-02,8.65E-01,7.424724341,2.895516119,2.875950313,0,1.807212919,2.815224592,0,1.807212919,0,0,2.702615717,2.971820949,2.895516119,0,1.845616307,2.815224761,0,6.668854869,0,0,2.7609123,5.00582798,4.854012881,0,1.845770719,2.875950313,0,13.07815352,0,0,11.96405363,0.1357,2.3551
90,194,80,0.2812,0.5,0.2188,6.4537,6.4535,24.1684,-1.80E-04,-7.00E-05,-5.00E-01,9.552903962,3.22673632,3.22673632,3.22673632,1.862872781,3.22673632,3.22673632,1.862872781,3.549121088,1.862872781,2.718692056,3.226826108,3.22673632,3.226826108,1.863204098,3.549121088,3.226826108,1.980599254,3.549612049,1.980599254,2.718692056,12.08419313,3.226826108,5.58933277,1.980599254,3.549121088,3.227046221,2.133516606,6.849183803,2.133516606,2.792928889,0.2867,1.8095
91,33,80,0.375,0.4375,0.1875,10.2771,8.8083,9.432,-2.00E-05,-2.00E-05,-2.00E-05,9.486852697,3.009375284,3.037722153,3.125188771,1.827603708,3.009375284,3.338691527,1.827598334,3.125242341,1.838990935,2.688694954,3.037722153,3.125242341,3.125242341,1.827634549,4.60089491,3.390068684,1.827603708,6.483979022,1.839011263,2.688696667,3.125188771,3.266488182,5.138550174,1.838984611,5.559348672,3.394744265,1.827634549,8.012981918,1.85909522,2.739321862,0.2135,2.1964
92,167,30,0,0.0833,0.9167,5.5351,5.5345,14.6534,4.00E-05,1.00E-05,-5.00E-01,7.298316533,0,0,2.959996847,2.146574385,0,0,0,2.959996847,2.146528593,2.952478224,0,0,10.28672172,2.257454256,0,0,0,2.959996847,2.146528604,2.952478224,0,0,0,8.970120857,0,0,0,7.326724868,2.146571518,2.952669181,0.1023,0.9843
93,227,40,0.4375,0.1875,0.375,6.0468,6.0469,14.8641,2.00E-05,6.00E-05,-5.00E-01,7.778723564,5.556597147,3.023382409,3.030520023,1.926238724,3.023376175,3.023376175,1.926288208,3.03048016,1.926238674,2.902441128,0,3.023427989,3.545545203,1.92625833,0,3.023427989,2.09817182,3.548578416,1.926258379,2.902441128,0,0,3.554853837,1.932329973,0,3.030480009,2.098171864,5.240932941,0,2.902441128,0.3764,0.9052
94,194,80,0.7188,0.2812,0,6.1557,6.1554,23.5583,-3.00E-04,3.00E-05,-5.00E-01,9.177636285,3.077835351,3.077608753,0,1.776679134,3.077608753,0,1.776679134,0,0,2.623274669,3.438739656,3.077835351,0,1.930600532,5.330773103,0,1.776679134,0,0,2.623274669,3.439152284,0,0,2.045478443,11.77913686,0,1.930600532,0,0,2.623274669,0.2374,3.1829
95,206,80,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,-6.00E-05,-6.00E-05,5.00E-05,9.37326665,3.096688193,3.096688193,3.096688193,1.975764961,3.096738706,3.096688193,1.97574312,3.096934854,1.975758665,2.599991945,3.096903336,3.096688193,3.096858636,1.97579255,3.096748558,3.096688193,1.975905501,5.617698685,1.975772534,2.62622917,4.686569315,3.096738706,5.877139451,1.975897109,3.096748558,3.096858636,2.001893667,0,2.001914699,2.626330364,0.1987,2.5485
96,167,30,0.5833,0.3333,0.0833,4.9585,4.9582,13.428,1.50E-04,-1.70E-04,-5.00E-01,6.587748657,2.743511368,2.743511368,3.346027472,1.928826621,2.743511368,3.970512694,1.928826613,0,1.928905414,2.630939133,0,2.906998076,5.312937998,1.928956429,0,8.918179445,1.929053173,0,3.354315477,2.630939133,0,3.970512694,0,1.929000602,0,11.55012284,1.929176125,0,3.550391357,2.631070448,0.1261,3.4081
97,206,80,0,0,1,10.2904,10.2903,10.2907,-1.00E-05,-1.00E-05,1.00E-05,10.29046666,0,0,0,0,0,0,0,3.399786829,2.169120887,2.854448616,0,0,0,0,0,0,0,3.399786829,2.169122786,2.854448616,0,0,0,0,0,0,0,3.399823079,2.169128723,2.883248999,0,0.9166
98,12,20,0.375,0.625,0,12.2659,3.0312,5.8004,1.00E-05,-2.38E-01,0.00E+00,5.938671028,3.104833862,3.104828688,0,1.836669114,3.343017622,0,1.836666719,0,0,2.605926851,3.275270729,3.275270729,0,1.862211655,5.965516615,0,1.836666719,0,0,2.605926851,3.447634772,6.31746307,0,3.282040493,0,0,1.862211655,0,0,4.755686755,0.0406,2.7322
99,33,40,0,0.0625,0.9375,5.6422,9.5871,10.2114,1.00E-05,7.00E-05,0.00E+00,8.204907208,0,0,3.421843921,2.012884907,0,0,0,3.295595457,2.001977271,2.925979095,0,0,3.565394491,8.537585069,0,0,0,3.327209264,2.037451202,2.973033559,0,0,0,0,0,0,0,6.954857988,2.158961153,3.156544388,0.1604,0.7631
100,206,80,0.4688,0.5312,0,9.2073,9.2069,9.2068,-8.00E-05,-8.00E-05,8.00E-05,9.206999969,3.041778418,3.041701359,0,1.940666654,3.041701359,0,1.940666654,0,0,2.553826468,3.041778418,3.041785953,0,1.940673044,3.041701359,0,1.940698159,0,0,2.553863495,4.603452834,3.041940097,0,1.940715189,3.042015322,0,1.9407181,0,0,2.579596333,0.1064,3.2272
101,206,80,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,-1.00E-05,-1.00E-05,1.00E-05,10.2219,0,9.291861223,3.377194466,2.212778837,0,3.377188161,2.212751527,3.377138502,2.154670079,2.835433701,0,0,6.125991492,2.21278135,0,7.75228786,5.215968546,3.377138502,2.154674143,2.835433701,0,0,7.752165106,2.266510258,0,11.76695193,6.233429656,3.377187636,2.154678325,2.864048517,0.0409,0.9133
102,206,80,0,0.9062,0.0938,9.4868,9.4868,9.4863,-1.00E-04,-8.00E-05,1.20E-04,9.486633281,3.13407338,0,3.13407338,1.999593532,0,0,0,4.743145546,2.026060446,2.631359339,3.134117341,0,3.134117341,1.999605489,0,0,0,4.743394673,2.026060446,2.631359339,3.58946142,0,3.134378029,1.999666237,0,0,0,0,2.026072519,2.631411779,0.1103,1.9497
103,206,80,0.625,0.375,0,9.1418,9.1413,9.1413,-7.00E-05,-8.00E-05,6.00E-05,9.141466643,3.020160588,3.020075123,0,1.926866471,3.020075123,0,1.926866471,0,0,2.535677021,3.020279508,3.020160588,0,1.926883452,4.570654116,0,1.927049549,0,0,2.535680004,6.463874994,3.458711574,0,1.926911267,4.570659302,0,1.952368748,0,0,2.535680004,0.1022,3.6786
104,167,60,0.7083,0.0417,0.25,10.0279,5.0137,13.5526,1.80E-04,-2.00E-04,-5.00E-01,8.387609302,0,2.846038078,2.953839149,1.941184995,2.846038078,2.846038078,1.941178573,3.342503697,1.941178573,2.631181023,0,5.013935689,3.671940704,2.081520144,6.776281138,2.953507034,1.941246149,3.671939213,1.941246149,2.631181023,0,8.428773196,6.776281138,4.675226352,0,2.953648593,1.941325748,3.93024306,1.941258456,2.631318971,0.2221,3.2429
105,12,80,0.6875,0.3125,0,24.2072,5.9735,5.7364,1.00E-05,-2.40E-01,0.00E+00,9.303216913,2.986764955,2.986764955,0,1.810263984,2.986764955,0,1.810263984,0,0,2.57703956,0,3.23361013,0,1.841452962,0,0,1.810263984,0,0,2.57703956,0,3.23361013,0,0,0,0,1.841452962,0,0,2.57703956,0.008,3.2351
106,33,40,0.5,0.5,0,5.0054,8.6011,9.2252,-2.00E-05,-4.00E-05,-3.00E-05,7.350601158,2.970355983,3.163049361,0,1.781455459,2.933577139,0,1.827273192,0,0,2.625865303,2.970355983,3.163158321,0,1.781504531,2.961043562,0,1.937005202,0,0,2.625867916,6.339978079,8.814491735,0,2.094304911,6.244160345,0,2.0081926,0,0,2.677297583,0.0254,3.1446
107,33,40,0.6875,0.3125,0,4.9615,8.5264,9.1536,-6.00E-05,-4.00E-05,-3.00E-05,7.288814137,3.020067974,2.944397673,0,1.776490176,2.90794301,0,1.766154221,0,0,2.604552928,3.020067974,3.137642585,0,1.77652691,2.935173255,0,1.766202243,0,0,2.604557121,4.142878009,4.106059586,0,1.804167339,6.193020922,0,1.811824122,0,0,2.655634668,0.0373,3.5738
108,33,80,0.4688,0.0312,0.5,10.5799,9.0331,9.6613,-5.00E-05,0.00E+00,-1.00E-05,9.737586219,0,3.133486883,3.375823938,1.87987227,3.094447409,3.123864032,1.879874288,3.094447409,1.879874288,2.759093117,0,3.133513882,3.505661443,1.972658213,3.123837241,3.213327139,1.892279652,3.123837241,1.892272438,2.759093117,0,3.492358538,4.404226343,2.198556157,3.355886766,5.289949524,1.904329795,3.213298546,1.904348931,2.759096578,0.352,1.6429
109,33,40,0.5625,0.0625,0.375,5.1987,8.8908,9.5195,-6.00E-05,-1.00E-05,-1.00E-05,7.605887747,0,3.307901061,3.071279808,2.002899746,3.071279808,3.042474434,1.848253584,3.159460021,1.860102464,2.716003998,0,3.32342633,0,6.450506564,0,3.080820472,1.84826724,3.426598989,1.87634448,2.716007964,0,6.554723169,0,0,0,3.266520929,2.076340603,4.289147358,1.876363555,2.765245491,0.3011,2.0435
110,206,80,0.5,0,0.5,9.6375,9.6371,9.6374,-2.00E-05,-3.00E-05,1.00E-05,9.63733333,0,0,0,0,3.184009049,3.184009049,2.031444822,3.200812889,2.03143001,2.673238708,0,0,0,0,3.184009049,3.184047689,2.031486941,3.200858029,2.031440894,2.673238708,0,0,0,0,3.184009623,3.184066348,2.058323116,3.200861516,2.086290375,2.700288072,0.2573,2.0056
111,12,80,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,1.00E-05,-2.53E-01,0.00E+00,9.640862769,3.154187179,3.10976362,3.10976362,1.863577756,3.10976362,3.10976362,1.863577756,3.10976362,1.863577756,2.695854832,3.280599213,4.850598264,3.10976362,1.863577756,3.335125876,0,1.863577756,3.335125876,1.863577756,2.695854832,3.335129493,0,3.10976362,1.930156069,3.722578855,0,1.930156069,3.601482783,1.863579284,2.695864461,0.2297,1.8474
112,206,80,0.1562,0,0.8438,10.0863,10.0862,10.0865,-1.00E-05,-1.00E-05,1.00E-05,10.08633333,0,0,0,0,5.043097661,3.332353577,2.154234957,3.332353577,2.126096991,2.797819469,0,0,0,0,0,3.332392567,2.154234957,3.332353577,2.126099172,2.797819469,0,0,0,0,0,3.332392567,2.154234957,3.33240236,2.154238554,2.797819469,0.1093,1.2062
113,33,40,0.0625,0.9375,0,5.1076,8.7756,9.3922,5.00E-05,-3.00E-05,-3.00E-05,7.494690038,2.993395818,3.030931233,0,1.817165769,0,0,1.896148585,0,0,2.675604672,3.021418286,3.222562764,0,1.817214162,0,0,1.914006937,0,0,2.72785569,6.363498142,4.22127636,0,1.863322577,0,0,2.134629398,0,0,2.896777191,0.0557,2.1744
114,33,80,0.5625,0.1875,0.25,10.2588,8.786,9.4134,-5.00E-05,-2.00E-05,-2.00E-05,9.466979243,3.118903302,3.003319595,3.118859228,1.835663725,3.041065605,3.041107226,1.824275618,3.041065605,1.824310875,2.683583629,5.129381921,3.003319595,3.260233313,1.855439119,3.041107226,3.118903302,1.824283682,3.37121132,1.824310875,2.683583629,0,3.031659381,3.417869929,3.604693621,3.229074458,0,1.835672254,3.371305901,1.835692771,2.683587237,0.1794,2.508
115,167,60,0.8333,0.125,0.0417,9.7501,4.8748,13.2566,2.30E-04,-2.50E-04,-5.00E-01,8.171599374,5.239769111,2.783890653,3.578289134,1.889488614,2.783890653,2.783890653,1.889488614,0,1.889666074,2.558305836,6.675423146,2.872486935,3.57843879,3.473126918,2.783890653,5.613302868,1.889488614,0,2.029351153,2.558427463,10.4727315,3.254754982,8.729061462,7.237813774,4.875028369,0,1.889494919,0,2.029892256,2.558431113,0.0684,4.5094
116,33,80,0,0.8125,0.1875,10.4524,8.9578,9.5751,5.00E-05,-1.00E-05,-2.00E-05,9.642439003,3.060640522,0,3.099121542,1.858240206,0,0,0,3.099070446,1.858216465,2.731340219,3.089475742,0,3.099121542,1.870050782,0,0,0,6.590952745,1.858216465,2.782658549,3.178421848,0,3.286770644,1.887338516,0,0,0,8.026126288,1.858240206,2.954828616,0.0784,1.6991
117,194,80,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,-2.10E-04,-9.00E-05,-5.00E-01,9.639223303,3.262874675,3.262874675,3.262874675,1.883756704,3.262874675,3.262874675,1.883756704,3.262874675,1.883756704,2.739719419,3.572131006,3.262874675,3.262874675,1.88412628,3.263025302,3.572131006,1.989920551,3.263025302,1.989920551,2.814122181,4.838981663,3.263025302,3.263025302,1.989920551,3.572131006,3.572131006,1.989920551,3.571824789,2.154088993,2.814168339,0.402,1.1281
